ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_KG,445,310,119,112,112,114,114,129,122,124,87,71,77,116,123,110,140,in thousands of hectolitres,Beer,Kyrgistan,KG,National,Mitchell,Annual Production
