ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_IT,,,0.1,0.1,0.1,0.2,0.6,1.3,1.5,1.7,2.0,2.0,1.8,1.8,2.7,2.2,1.8,1.6,1.5,1.5,1.4,1.3,1.2,1.0,1.0,1.0,1.1,1.1,1.5,1.7,1.8,1.5,1.7,2.2,2.2,2.3,2.5,3.9,4.8,4.7,4.7,4.3,4.5,4.6,4.8,5.2,5.4,5.9,6.1,5.0,4.6,4.1,5.5,5.57,5.445,6.111,5.769,5.86,5.22,in millions of metric tons,Crude Petroleum,Italy,IT,National,Mitchell,Annual Production
