ID,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_NZ,,,,,,,,58.0,100.0,139.0,161.0,163.0,136.0,477.0,674.0,565.0,373.0,315.0,412.0,648.0,637.0,811.0,993.0,1732.0,1259.0,1511.0,1697.0,1767.0,1849.0,1723.0,1842.0,1772.0,1475.0,1950.0,2588.0,2740.0,2274.0,2080.0,2007.0,1856.0,1053.0,914.0,853.0,819.0,1874.0,2710.0,in thousand metric tons,Crude Petroleum,New Zealand,NZ,National,Mitchell,Annual Production
