ID,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Gold_Annual Production_PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.8,3.7,5.1,6.1,6.3,7.5,7.5,8.3,8.8,9.8,7.0,,,,,,1.9,2.7,2.9,2.5,2.9,3.8,3.8,2.7,2.3,2.5,2.1,1.4,1.5,1.4,1.3,1.2,1.4,1.2,1.0,0.9,0.9,0.8,0.8,0.7,0.7,12.2,21.6,20.5,18.2,20.2,22.3,23.4,19.6,14.0,16.8,17.5,18.1,17.2,39.2,34.1,36.4,38.1,27.5,31.0,60.8,71.2,60.6,59.2,53.9,51.1,45.4,62.3,62.0,74.0,64.0,65.2,65.9,67.3,70.5,56.7,57.5,metric tons,Gold,Papua New Guinea,PG,National,Mitchell,Annual Production
