ID,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_VNM,541.0,615.0,509.0,539.0,533.0,501.0,514.0,520.0,598.0,736.0,957.0,1129.0,1180.0,1300.0,1194.0,1342.0,1487.0,1468.0,1432.0,1362.0,,in thousand hectolitres,Beer,Southern Vietnam,VNM,National,Mitchell,Annual Production
