ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_DD,0.5,0.6,0.6,0.6,0.8,1.1,1.4,1.8,2.2,2.7,3.1,3.5,4.0,4.4,5.1,5.5,6.2,6.8,7.4,7.7,7.9,7.9,7.9,8.0,7.9,7.5,7.4,7.1,6.6,6.2,5.7,5.5,5.4,5.1,4.8,4.6,4.5,4.3,4.1,4.1,4.1,4.0,3.8,5.6,5.4,in millions of metric tons,Crude Petroleum,West Germany,DD,National,Mitchell,Annual Production
