ID,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Gold_Annual Production_CD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.6,1.0,1.4,1.5,2.7,3.5,3.2,3.7,3.4,3.3,2.2,2.3,2.8,3.7,3.2,4.1,4.2,4.0,4.9,5.5,6.7,7.9,8.8,10.5,11.8,12.5,13.5,14.7,16.1,17.4,17.5,16.0,14.1,11.3,10.8,10.3,9.4,9.3,10.4,10.6,11.0,11.5,11.5,11.4,11.5,11.6,11.6,11.1,10.9,9.9,7.3,6.3,6.7,5.9,2.8,5.0,4.8,5.3,5.5,5.6,5.4,4.4,4.2,4.1,3.2,2.7,2.5,2.4,2.3,1.3,2.0,1.9,6.0,3.6,2.0,5.2,4.4,3.4,2.0,4.2,4.5,7.0,6.0,11.1,10.0,8.2,9.6,4.8,0.2,0.05,0.05,0.05,0.1,0.4,,,,,metric tons,Gold,Zaire,CD,National,Mitchell,Annual Production
