ID,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Silver_Annual Production_NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.7,2.0,1.7,2.6,2.9,5.7,9.1,11.0,10.0,18.0,21.0,28.0,34.0,37.0,43.0,49.0,54.0,56.0,53.0,41.0,25.0,30.0,19.0,30.0,24.0,24.0,27.0,14.0,11.0,15.0,14.0,16.0,18.0,15.0,13.0,13.0,14.0,13.0,18.0,14.0,18.0,13.0,12.0,14.0,13.0,14.0,14.0,11.0,12.0,13.0,12.0,9.7,8.7,10.0,7.6,7.0,6.9,7.2,7.2,6.2,4.1,1.6,2.4,1.0,0.9,,,0.1,0.2,,,,,,,,,,,1.0,2.0,,,,,,,,23.0,,,,,,,,,,,,,,28.0,28.0,30.0,32.0,23.0,24.0,23.0,27.0,29.0,32.0,52.0,,,,metric tons,Silver,New Zealand,NZ,National,Mitchell,Annual Production
