ID,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_EG,1,3,4,4,5,6,8,9,9,10,11,11,12,12,11,12,12,14,13,12,11,12,13,11,8,7,10,11,10,10,11,17,17,38,38,43,45,49,52,54,48,51,51,54,54,54,54,57,57,57,thousand metric tons,Synthetic Filaments,Egypt,EG,National,Mitchell,Annual Production
