ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_EE,919.0,808.0,817.0,864.0,913.0,945.0,968.0,909.0,630.0,683.0,611.0,611.0,652.0,670.0,691.451,692.416,693.647,670.554,675.344,in thousands of tons,Milk,Estonia,EE,National,Mitchell,Annual Production
