ID,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Artificial and Synthetic Fibers_Annual Production_CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.3,0.5,0.6,0.6,0.7,1.0,1.4,,1.5,1.4,1.7,1.8,3.7,5.4,5.2,6.8,6.3,8.1,7.8,7.8,7.7,7.0,11.9,13.9,13.9,13.0,11.899999999999999,14.3,17.7,20.0,21.8,26.0,29.0,31.4,30.0,32.6,37.4,42.3,44.4,40.4,41.4,45.8,41.8,41.8,48.8,49.8,48.8,51.3,51.5,53.0,58.0,74.9,77.0,82.8,thousand metric tons,Artificial and Synthetic Fibers,Colombia,CO,National,Mitchell,Annual Production
