ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_KR,,,,,,,,,,,,,,,,,,,7.0,11.0,12.0,21.0,25.0,33.0,43.0,55.0,67.0,81.0,105.0,128.0,164.0,201.0,255.0,320.0,385.0,452.0,513.0,576.0,712.0,840.0,1006.0,1154.0,1338.0,1632.0,1762.0,1752.0,1848.0,1816.0,1860.0,1923.0,2005.0,2040.0,1990.0,2032.0,2249.0,2258.0,2343.0,2394.0,2370.95,2260.225,2233.99,2189.198,2193.225,2204.235,2226.125,2106.779,in thousands of metric tons,Milk,South Korea,KR,National,Mitchell,Annual Production
