ID,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,1251.0,1126.0,1145.0,1050.0,1023.0,1048.0,1145.0,1271.0,1375.0,1672.0,1621.0,1561.0,1460.0,1358.0,1459.0,1325.0,1188.0,1134.0,1226.0,1378.0,1463.0,1381.0,1290.0,1290.0,1169.0,1239.0,1164.0,1286.0,1398.0,1269.0,1244.0,1218.0,1155.0,thousand metric tons,Crude Petroleum,Democratic Republic of Congo,CD,National,Mitchell,Annual Production
