ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,2560.0,3580.0,3805.0,4392.0,4239.0,4702.0,5077.0,4986.0,5286.0,5656.0,5826.0,5730.0,5612.0,5216.0,5569.0,5751.0,6371.0,6728.0,6904.0,7227.0,7232.0,7091.0,7150.0,7515.0,7738.0,8076.0,8095.0,8092.0,7939.0,8226.0,8198.0,8321.0,8202.0,7678.0,8203.0,8729.0,9044.0,9358.0,9235.0,9204.0,9504.0,9100.0,in thousands of tons,Milk,East Germany,DEU,National,Mitchell,Annual Production
