ID,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_BO,,,,,,,,,,,,,,1.0,3.0,4.0,2.0,5.0,14.0,20.0,21.0,13.0,16.0,18.0,28.0,38.0,31.0,40.0,43.0,41.0,50.0,47.0,49.0,60.0,88.0,80.0,68.0,67.0,78.0,221.0,351.0,417.0,466.0,448.0,413.0,466.0,390.0,364.0,443.0,428.0,438.0,779.0,1838.0,1897.0,1876.0,1122.0,1710.0,2031.0,2196.0,2112.0,1874.0,1890.0,1612.0,1506.0,1294.0,1107.0,1029.0,1134.0,1030.0,969.0,917.0,816.0,876.0,893.0,925.0,971.0,1029.0,1029.0,969.0,1134.0,1314.0,1456.0,1524.0,1747.0,1590.0,1539.0,1703.0,1740.0,1634.0,1907.0,2069.0,1998.0,2374.0,2297.0,in thousand metric tons,Crude Petroleum,Bolivia,BO,National,Mitchell,Annual Production
