ID,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,39.0,46.0,43.0,50.0,55.0,66.0,61.0,55.0,55.0,68.0,70.0,71.0,63.0,71.0,76.0,76.0,68.0,82.0,90.0,108.0,112.0,,,,,,in thousands of hectolitres,Beer,Serbia,RS,National,Mitchell,Annual Production
