ID,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Zinc_Annual Production_MX,,,,,,,,,,,,,,,,,,,,,1.3,5.9,6.4,11.0,15.0,29.0,36.0,30.0,27.0,29.0,32.0,31.0,34.0,37.0,36.0,34.0,32.0,52.0,54.0,49.0,49.0,42.0,57.0,48.0,54.0,54.0,60.0,50.0,53.0,55.0,56.0,56.0,57.0,58.0,56.0,53.0,52.0,57.0,57.0,59.0,59.0,59.0,71.0,80.0,80.0,81.0,78.0,84.0,71.0,137.0,154.0,175.0,174.0,173.0,162.0,144.0,126.0,127.0,174.0,166.0,175.0,174.0,188.0,108.0,103.0,108.0,91.0,115.0,115.0,220.0,226.0,235.0,241.0,241.0,220.0,241.0,310.0,309.0,325.0,,,,,,thousands metric tons,Zinc,Mexico,MX,National,Mitchell,Annual Production
