ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_CSK,,,,,,,,,,,,,,,,,4633.0,4616.0,,3877.0,3194.0,2846.0,2403.0,1984.0,1897.0,2049.0,2649.0,2417.0,2258.0,2618.0,3272.0,3555.0,3587.0,3244.0,3264.0,3521.0,3711.0,3742.0,3764.0,3771.0,3830.0,3945.0,3664.0,3535.0,3763.0,3924.0,4169.0,4335.0,4554.0,4751.0,4794.0,4924.0,5123.0,5430.0,5503.0,5463.0,5400.0,5530.0,5641.0,5664.0,5909.0,5918.0,5931.0,6496.0,6763.0,6883.0,7015.0,6921.0,6963.0,7101.0,6931.0,5826.0,5785.0,in thousands of tons,Milk,Czechoslovakia,CSK,National,Mitchell,Annual Production
