ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_DD,,342.0,517.0,761.0,1139.0,1466.0,1703.0,1740.0,1897.0,2092.0,2279.0,2530.0,2723.0,2917.0,2938.0,3170.0,3103.0,3101.0,3316.0,3602.0,3751.0,3834.0,3778.0,4210.0,4481.0,4435.0,4388.0,4735.0,5069.0,5130.0,4157.0,4668.0,4678.0,4671.0,5067.0,4777.0,4832.0,4411.0,4340.0,4309.0,4199.0,4105.0,4070.0,4053.0,4028.0,3221.0,thousand metric tons,Sulphuric Acid,West Germany,DD,National,Mitchell,Annual Production
