ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_CU,,,,,,25.0,27.0,24.0,26.0,28.0,28.0,32.0,32.0,,,44.0,58.0,136.0,135.0,189.0,192.0,226.0,265.0,316.0,319.0,315.0,361.0,392.0,377.0,376.0,410.0,392.0,375.0,347.0,296.0,401.0,413.0,332.0,356.0,336.0,373.0,395.0,370.0,391.0,377.0,,,,,,,,,,,,,,,thousands metric tons,Sulphuric Acid,Cuba,CU,National,Mitchell,Annual Production
