ID,1910,1911,1912,1913,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_GB,,,,5.2,,,,5.9,6.9,10.0,12.2,10.4,15.8,20.6,21.4,21.2,23.8,31.5,36.6,40.5,53.9,63.1,67.3,61.1,77.0,76.7,61.9,54.9,56.4,60.1,62.8,80.9,91.8,106.0,131.0,168.0,174.0,128.0,190.0,203.0,214.0,219.0,225.0,224.0,234.0,269.0,259.0,284.0,326.0,374.0,391.0,400.0,434.0,539.0,554.0,599.0,613.0,647.0,731.0,628.0,562.0,618.0,552.0,607.0,596.0,450.0,395.0,334.0,389.0,383.0,330.0,288.0,277.0,280.0,273.0,273.0,267.0,262.0,241.0,thousand metric tons,Synthetic Filaments,United Kingdom,GB,National,Mitchell,Annual Production
