ID,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_NZ,,,,,,,,,,,,,,,,,,,,,2626.0,2839.0,2900.0,3142.0,3463.0,3478.0,3614.0,4168.0,4598.0,4423.0,4485.0,4670.0,4433.0,3969.0,4382.0,4732.0,4454.0,4124.0,3900.0,4364.0,3807.0,4151.0,4257.0,4609.0,4733.0,5007.0,5023.0,5308.0,4927.0,5062.0,5214.0,5142.0,5435.0,5403.0,5335.0,5374.0,5381.0,5433.0,5646.0,6008.0,6130.0,6230.0,6165.0,6438.0,5960.0,5937.0,6216.0,5806.0,5596.0,6097.0,6604.0,6536.0,5878.0,6395.0,6700.0,6560.0,6646.0,6772.0,7624.0,7872.0,8242.0,7292.0,7650.0,7392.0,7700.0,7973.0,7870.0,8185.0,8360.0,9812.0,9285.0,10010.0,11058.0,11380.0,10881.0,12335.0,13119.0,13866.0,14354.0,15030.0,14637.9,15172.5,15618.3,15216.8,15667.4,17010.5,in thousand metric tons,Milk,New Zealand,NZ,National,Mitchell,Annual Production
