ID,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Gold_Annual Production_KOR,,,,,,,,,,,,,,,,,,1.1,1.1,,0.7,0.3,1.1,1.6,1.6,,,3.5,,,,,,,,,6.6,4.3,6.8,5.4,5.3,6.1,6.9,5.5,5.0,3.2,2.4,4.1,4.0,3.2,3.8,4.7,7.1,6.2,5.2,5.6,6.2,9.0,9.7,11.5,12.4,14.7,17.5,22.8,27.7,29.2,25.3,25.6,23.8,14.6,7.8,3.0,6.0,10.1,0.1,0.2,metric tons,Gold,Korea,KOR,National,Mitchell,Annual Production
