ID,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,9.0,13.0,18.0,36.0,49.0,50.0,51.0,67.0,85.0,87.0,113.0,103.0,114.0,141.0,154.0,166.0,194.0,261.0,261.0,259.0,270.0,302.0,304.0,349.0,336.0,347.0,356.0,368.0,375.0,382.0,thousand metric tons,Synthetic Filaments,Turkey,TR,National,Mitchell,Annual Production
