ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_YU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,,1283.0,1502.0,1548.0,1701.0,1857.0,2159.0,2192.0,2300.0,2283.0,2249.0,2220.0,2170.0,2238.0,2303.0,2513.0,2607.0,2633.0,2626.0,2567.0,2581.0,2814.0,3105.0,3487.0,3654.0,3846.0,4072.0,4132.0,4285.0,4342.0,4484.0,4602.0,4610.0,4580.0,4684.0,4525.0,4598.0,4700.0,4609.0,4369.0,4254.0,in thousands of tons,Milk,Yugoslavia,YU,National,Mitchell,Annual Production
