ID,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_CD,9.0,16.0,9.0,3.0,1.0,,6.0,7.0,11.0,13.0,12.0,,,,,,,19.0,22.0,25.0,31.0,39.0,43.0,54.0,61.0,84.0,112.0,117.0,123.0,127.0,115.0,,101.0,103.0,94.0,107.0,116.0,124.0,128.0,127.0,126.0,135.0,140.0,145.0,154.0,168.0,176.0,173.0,172.0,138.0,135.0,150.0,144.0,146.0,160.0,153.0,150.0,,,,,,,,,,,,,,,,,,,thousand metric tons,Sulphuric Acid,Zaire,CD,National,Mitchell,Annual Production
