ID,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_JM,21.0,20.0,19.0,22.0,24.0,22.0,22.0,25.0,24.0,36.0,40.0,29.0,25.0,34.0,33.0,27.0,33.0,36.0,41.0,37.0,37.0,35.0,42.0,52.0,46.0,48.0,37.0,26.0,33.0,41.0,45.0,,,,,,,,60.0,60.0,56.0,61.0,56.0,52.0,65.0,64.0,65.0,52.0,64.0,74.0,71.0,92.0,94.0,77.0,76.0,101.0,99.0,91.0,79.0,77.0,75.0,89.0,63.0,68.0,74.0,81.0,71.0,87.0,84.0,82.0,90.0,85.0,72.0,72.0,74.0,57.0,76.0,67.0,69.0,70.0,70.0,71.0,73.0,69.0,64.0,58.0,53.0,46.0,54.0,40.0,27.0,28.0,41.0,34.0,28.0,38.0,29.0,38.0,32.0,32.0,29.0,32.0,26.0,22.0,26.0,23.0,19.0,21.0,27.0,23.0,26.0,27.0,28.0,26.0,24.0,25.0,27.0,25.0,29.0,23.0,25.0,30.0,29.0,24.0,23.0,23.0,24.0,22.0,21.0,26.0,28.0,18.0,33.0,31.0,30.0,25.0,17.0,23.0,25.0,16.0,19.0,24.0,22.0,25.0,24.0,23.0,21.0,20.0,25.0,28.0,24.0,25.0,30.0,23.0,19.0,21.0,32.0,29.0,24.0,19.0,29.0,29.0,18.0,13.0,22.0,19.0,32.0,37.0,36.0,39.0,33.0,23.0,40.0,35.0,49.0,57.0,63.0,54.0,59.0,68.0,51.0,59.0,56.0,74.0,78.0,93.0,108.0,120.0,120.0,101.0,159.0,158.0,168.0,154.0,155.0,167.0,181.0,173.0,196.0,242.0,276.0,272.0,270.0,336.0,369.0,403.0,368.0,377.0,351.0,382.0,431.0,447.0,441.0,492.0,482.0,497.0,508.0,456.0,452.0,389.0,376.0,385.0,379.0,331.0,372.0,361.0,369.0,295.0,292.0,283.0,232.0,205.0,202.0,198.0,193.0,225.0,206.0,189.0,222.0,200.0,209.0,234.0,225.0,224.0,223.0,214.0,236.0,233.0,183.0,212.0,210.0,205.0,175.0,154.0,199.31,136.87,174.53,196.8,196.8,196.8,196.8,in thousand metric tons,Sugar Output,Jamaica,JM,National,Mitchell,Annual Production
