ID,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Caustic Soda_Annual Production_AU,,,,,,,,,,,,,3.1,,2.9,,,,,,15.0,12.0,12.0,15.0,14.0,12.0,17.0,21.0,18.0,20.0,27.0,33.0,35.0,40.0,42.0,47.0,49.0,48.0,57.0,65.0,71.0,76.0,92.0,100.0,107.0,112.0,120.0,128.0,123.0,141.0,139.0,137.0,135.0,131.0,132.0,139.0,,,,,,,,,,,,,,,,,,,thousand metric tons,Caustic Soda,Australia,AU,National,Mitchell,Annual Production
