ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Caustic Soda_Annual Production_AR,23.0,23.0,28.0,30.0,26.0,28.0,31.0,31.0,30.0,35.0,37.0,37.0,40.0,51.0,54.0,47.0,54.0,55.0,58.0,61.0,76.0,75.0,69.0,79.0,88.0,95.0,113.0,123.0,120.0,117.0,113.0,110.0,121.0,101.0,110.0,104.0,105.0,115.0,128.0,125.0,121.0,129.0,119.0,117.0,242.0,230.0,210.0,160.0,156.0,172.0,186.0,155.0,149.0,,,,,,,,,,,,thousands metric tons,Caustic Soda,Argentina,AR,National,Mitchell,Annual Production
