ID,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_SE,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,1040.0,1070.0,1285.0,1340.0,1305.0,1475.0,1480.0,1525.0,1608.0,1744.0,2102.0,2253.0,2531.0,2958.0,2894.0,3125.0,2941.0,3062.0,3176.0,3208.0,3293.0,3152.0,3120.0,2734.0,2583.0,2776.0,2658.0,2745.0,2827.0,2619.0,2631.0,2372.0,1499.0,1542.0,2040.0,2072.0,1824.0,1960.0,2070.0,1417.0,1455.0,1502.0,1470.0,1503.0,1642.0,1614.0,1563.0,1265.0,1205.0,1302.0,1349.0,1481.0,1588.0,1752.0,1563.0,1294.0,1236.0,1350.0,1285.0,1376.0,1478.0,1660.0,1670.0,1721.0,1756.0,1753.0,1785.0,1969.0,2041.0,2238.0,2121.0,2089.0,2777.0,2752.0,2795.0,2798.0,2724.0,2959.0,2987.0,3039.0,3141.0,3279.0,3755.0,4251.0,4374.0,4469.0,4406.0,4507.0,4386.0,4562.0,4793.0,4703.0,4153.0,4104.0,3867.0,3684.0,3694.0,3705.0,3616.0,3784.0,3979.0,4106.0,4391.0,4722.0,4711.0,4663.0,4969.0,5087.0,5379.0,5471.0,5318.0,5078.0,4763.0,4718.0,4686.0,4522.0,4473.0,4255.0,3870.0,3952.0,4381.0,4447.0,in thousands of hectolitres,Beer,Sweden,SE,National,Mitchell,Annual Production
