ID,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_AU,,,,1408.0,1333.0,1497.0,1424.0,1290.0,1289.0,1498.0,1626.0,1708.0,1807.0,1850.0,1999.0,1997.0,2093.0,1980.0,1937.0,1972.0,2054.0,2130.0,2164.0,2189.0,2384.0,2562.0,2758.0,2890.0,3048.0,2798.0,2768.0,2699.0,2850.0,2940.0,3250.0,3190.0,3059.0,3020.0,3028.0,3291.0,3187.0,3216.0,3366.0,3351.0,3027.0,2530.0,2266.0,2388.0,2629.0,2891.0,3187.0,3379.0,3820.0,4056.0,4267.0,4761.0,4962.0,4511.0,4595.0,4645.0,4873.0,5831.0,5690.0,6567.0,7009.0,7757.0,8297.0,8744.0,9481.0,10078.0,10342.0,10034.0,10294.0,10165.0,10532.0,10747.0,10985.0,11340.0,11926.0,12407.0,12706.0,13352.0,14082.0,14855.0,15533.0,16191.0,16838.0,17563.0,18677.0,19545.0,19158.0,19554.0,20045.0,19860.0,20232.0,19868.0,19677.0,19724.0,18729.0,18553.0,18627.0,18589.0,18912.0,19508.0,19540.0,18970.0,18040.0,17760.0,17840.0,17700.0,17424.0,17349.0,17570.0,17378.0,17679.0,17449.0,17445.0,17270.0,17360.0,16850.0,17141.0,17067.0,in thousand hectolitres,Beer,Australia,AU,National,Mitchell,Annual Production
