ID,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_RO,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.7,1.0,1.1,1.1,1.4,1.3,1.6,1.9,1.8,1.8,1.6,1.2,0.7,1.0,0.9,1.1,1.2,1.4,1.5,1.9,2.3,3.2,3.7,4.3,4.8,5.8,6.8,7.3,7.4,8.5,8.4,8.7,7.2,6.6,6.2,5.8,5.5,5.7,5.3,3.5,4.6,4.2,3.8,4.1,4.7,5.0,6.2,8.0,9.1,9.7,10.6,10.9,11.2,11.3,11.4,11.5,11.6,11.9,12.2,12.4,12.6,12.8,13.2,13.3,13.2,13.4,13.8,14.1,14.3,14.5,14.6,14.7,14.6,13.7,12.3,11.5,11.6,11.7,11.6,11.5,10.7,10.1,9.5,9.4,9.2,8.0,6.8,6.6,6.7,6.7,6.7,6.6,6.5,6.4,6.4,6.3,6.3,6.1,5.651,5.462,5.511,5.44,4.702,4.542,in millions of metric tons,Crude Petroleum,Romania,RO,National,Mitchell,Annual Production
