ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_ET,,,,,,,,,,,,,,,,542.0,526.0,529.0,531.0,532.0,547.0,558.0,570.0,582.0,597.0,611.0,627.0,641.0,688.0,673.0,707.0,697.0,712.0,732.0,752.0,742.0,753.0,758.0,765.0,751.0,857.0,938.0,762.0,757.0,873.0,900.0,909.0,931.0,885.0,980.0,867.0,974.0,985.0,996.0,1008.0,1343.0,1496.0,1496.0,1496.0,1184.51,1233.0,1286.0,1343.75,1444.25,1496.501,1874.12,in thousand metric tons,Milk,Ethiopia,ET,National,Mitchell,Annual Production
