ID,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_US,,,,,,,,,,,,,,,,146.0,92.0,180.0,165.0,146.0,246.0,183.0,248.0,303.0,361.0,271.0,321.0,353.0,283.0,162.0,314.0,366.0,375.0,260.0,314.0,383.0,262.0,387.0,404.0,326.0,307.0,328.0,334.0,151.0,279.0,229.0,128.0,288.0,228.0,263.0,113.0,163.0,303.0,274.0,152.0,82.0,129.0,44.0,65.0,123.0,198.0,195.0,167.0,240.0,227.0,238.0,347.0,397.0,416.0,530.0,459.0,301.0,377.0,415.0,451.0,396.0,431.0,386.0,342.0,433.0,473.0,512.0,464.5,,572.0,553.0,521.0,509.0,483.0,525.0,559.0,572.0,778.0,774.0,1075.0,1041.0,1002.0,1101.0,1322.0,1101.0,973.0,1136.0,1094.0,1466.0,1288.0,1325.0,1560.0,1583.0,1480.0,1366.0,1512.0,1507.0,1809.0,1626.0,1859.0,1604.0,1892.0,1836.0,2205.0,,3176.0,3004.0,3430.0,3416.0,,,,in thousand metric tons,Sugar Output,USA,US,National,Mitchell,Annual Production
