ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_BA,705.0,560.0,400.0,316.0,385.0,427.0,516.0,569.0,540.0,500.0,460.0,460.0,583.0,580.0,682.9,746.7,760.1,797.8,715.6,in thousands of tons,Milk,Bosnia and Herzegovina,BA,National,Mitchell,Annual Production
