ID,1899,1904,1909,1914,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_AR,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,53.0,57.0,61.0,71.0,71.0,68.0,81.0,75.0,77.0,77.0,64.0,60.0,56.0,57.0,68.0,78.0,72.0,64.0,63.0,96.0,127.0,118.0,109.0,151.0,162.0,149.0,154.0,163.0,184.0,180.0,188.0,242.0,233.0,243.0,225.0,234.0,251.0,244.0,279.0,250.0,232.0,250.0,262.0,254.0,235.0,251.0,253.0,258.0,214.0,209.0,243.0,219.0,206.0,204.0,226.0,220.0,,,,,,,,,,,,,thousands metric tons,Sulphuric Acid,Argentina,AR,National,Mitchell,Annual Production
