ID,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_JM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.0,11.0,7.7,13.0,12.0,12.0,20.0,25.0,34.0,41.0,54.0,32.0,37.0,49.0,63.0,71.0,82.0,91.0,100.0,106.0,120.0,138.0,153.0,178.0,204.0,183.0,225.0,266.0,294.0,311.0,335.0,401.0,432.0,430.0,506.0,567.0,578.0,663.0,606.0,558.0,612.0,515.0,636.0,563.0,581.0,604.0,517.0,568.0,632.0,700.0,809.0,852.0,887.0,715.0,828.0,786.0,760.0,662.0,690.0,674.0,670.0,656.0,697.0,784.0,774.0,585.0,590.0,633.0,669.0,660.0,in thousands of hectolitres,Beer,Jamaica,JM,National,Mitchell,Annual Production
