ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_AM,419,149,70,70,53,29,50,133,84,79,100,71,73,88,108,126,116,in thousands of hectolitres,Beer,Armenia,AM,National,Mitchell,Annual Production
