ID,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,27.0,26.0,26.0,25.0,24.0,27.0,28.0,28.0,27.0,26.0,31.0,39.0,44.0,41.0,43.0,39.0,38.0,41.0,36.0,81.0,101.0,104.0,109.0,98.0,111.0,153.0,169.0,168.0,199.0,230.0,297.0,354.0,422.0,469.0,568.0,680.0,685.0,690.0,838.0,994.0,1160.0,1189.0,1311.0,1302.0,1330.0,1431.0,1376.0,1635.0,2017.0,2086.0,2228.0,2217.0,2278.0,2391.0,2241.0,2683.0,2626.0,2877.0,3159.0,3416.0,3293.0,3272.0,3904.0,4183.0,3742.0,3745.0,4402.0,4988.0,4830.0,5366.0,5686.0,5540.0,5178.0,5988.0,6076.0,thousand metric tons,Sulphuric Acid,India,IN,National,Mitchell,Annual Production
