ID,1910,1911,1912,1913,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_ES,,,,,,,,,,,,,,0.5,0.9,1.2,1.4,1.8,2.5,2.6,3.2,1.8,1.4,0.9,1.5,3.1,4.1,5.5,6.6,8.3,7.4,14.8,16.4,16.4,18.6,24.5,23.6,31.9,32.3,39.5,46.9,50.1,51.5,51.5,49.4,59.7,52.9,63.6,72.2,80.5,71.8,75.0,70.4,88.2,113.0,118.0,137.0,176.0,200.0,197.0,172.0,205.0,218.0,250.0,271.0,259.0,292.0,281.0,270.0,279.0,315.0,298.0,290.0,299.0,296.0,303.0,283.0,286.0,256.0,thousand metric tons,Synthetic Filaments,Spain,ES,National,Mitchell,Annual Production
