ID,1910,1911,1912,1913,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_NO,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.2,0.3,0.3,0.5,0.5,0.5,0.3,2.4,3.3,7.1,11.8,13.5,14.3,11.6,14.4,16.5,15.7,14.4,16.1,13.4,14.5,14.3,12.9,17.3,20.3,23.8,26.0,24.3,26.2,29.4,30.6,28.0,28.2,28.9,29.4,28.9,18.4,26.1,24.7,28.4,29.3,28.3,28.2,20.0,,,,,,,,,,,,thousand metric tons,Synthetic Filaments,Norway,NO,National,Mitchell,Annual Production
