ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_IE,,,,,,,2357.0,,,2376.0,,,,,2320.0,2357.0,2311.0,2292.0,2268.0,2348.0,2184.0,2264.0,2212.0,2240.0,2217.0,2264.0,2170.0,2020.0,2104.0,2306.0,2409.0,2278.0,2245.0,2381.0,2451.0,2437.0,2550.0,2695.0,2629.0,2493.0,2671.0,2784.0,2877.0,2892.0,3009.0,3142.0,3232.0,3461.0,3671.0,3367.0,2983.0,3060.0,,3371.0,3239.0,3485.0,3747.0,4032.0,4556.0,4644.0,4567.0,4542.0,4952.0,5333.0,5564.0,5655.0,5452.0,5362.0,5330.0,5382.0,5605.0,5345.0,5389.0,5314.0,5337.0,5347.0,5297.0,5256.0,5091.0,5121.0,5160.0,5382.0,5368.0,5299.0,5500.0,5500.0,5410.85,5460.44,5372.63,5228.3,5237.4,in thousands of tons,Milk,Ireland,IE,National,Mitchell,Annual Production
