ID,1889,1899,1909,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_US,20324.0,28343.0,29126.0,30447.0,,,,,40479.0,41140.0,42332.0,43169.0,43474.0,44900.0,45431.0,46733.0,47087.0,47519.0,46095.0,45906.0,46452.0,46225.0,47993.0,48440.0,49628.0,52203.0,53766.0,53078.0,53081.0,54353.0,53386.0,52986.0,51107.0,52663.0,52890.0,52018.0,52014.0,54531.0,55381.0,55767.0,56636.0,56530.0,55892.0,55333.0,55841.0,57020.0,57266.0,56791.0,57591.0,56324.0,54382.0,53856.0,53172.0,52665.0,53073.0,53780.0,54442.0,52386.0,52429.0,52343.0,54512.0,55635.0,55093.0,55978.0,58244.0,60161.0,61599.0,63354.0,61439.0,65166.0,65036.0,64731.0,65840.0,65426.0,67005.0,66995.0,68423.0,68327.0,69673.0,70439.0,69855.0,70801.0,71414.0,73804.0,76023.0,75068.0,77139.0,77289.0,77475.0,80150.0,82463.0,84189.1,86177.4,85880.5,87461.3,in thousands of metric tons,Milk,USA,US,National,Mitchell,Annual Production
