ID,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,55.0,56.0,64.0,77.0,95.0,88.0,91.0,84.0,116.0,118.0,137.0,132.0,126.0,168.0,179.0,168.0,187.0,187.0,216.0,316.0,360.0,308.0,353.0,360.0,366.0,358.0,405.0,341.0,362.0,402.0,426.0,458.0,454.0,428.0,431.0,456.0,400.0,483.0,428.0,509.0,369.0,463.0,464.0,428.0,477.0,474.0,533.0,577.0,602.0,655.0,626.0,754.0,806.0,808.0,809.0,1112.0,873.0,865.0,806.0,825.0,580.0,691.0,819.0,668.0,864.0,1015.0,1131.0,1201.0,1153.0,1230.0,1234.0,1287.0,1258.0,1199.0,1200.0,1039.0,1108.0,1255.0,1219.0,1156.0,921.0,895.0,866.0,777.0,733.0,590.0,584.0,640.0,738.0,579.0,508.0,670.0,687.0,409.0,421.0,438.0,491.0,516.0,525.0,554.715,495.087,471.312,483.291,474.176,471.617,478.141,in thousand metric tons,Sugar Output,Dominican Republic,DO,National,Mitchell,Annual Production
