ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_CO,,,,,,,,,8.0,,,2.0,12.0,9.0,15.0,19.0,23.0,25.0,18.0,16.0,24.0,34.0,18.0,47.0,41.0,41.0,,48.0,52.0,51.0,47.0,49.0,42.0,45.0,54.0,59.0,49.0,40.0,53.0,,62.0,68.0,68.0,75.0,95.0,76.0,,91.0,77.0,103.0,86.0,,95.0,93.0,92.0,,,,,,,,,,thousands metric tons,Sulphuric Acid,Colombia,CO,National,Mitchell,Annual Production
