ID,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Zinc_Annual Production_CA,,,,,,,0.9,1.9,2.5,3.3,4.5,11.0,14.0,16.0,15.0,18.0,24.0,25.0,27.0,25.0,35.0,56.0,66.0,74.0,78.0,110.0,108.0,78.0,83.0,122.0,136.0,137.0,144.0,156.0,159.0,168.0,194.0,196.0,187.0,153.0,165.0,168.0,162.0,178.0,187.0,185.0,188.0,202.0,228.0,194.0,233.0,232.0,224.0,229.0,232.0,237.0,243.0,254.0,258.0,306.0,325.0,347.0,367.0,387.0,423.0,413.0,373.0,476.0,533.0,438.0,427.0,472.0,495.0,495.0,580.0,592.0,619.0,512.0,617.0,683.0,692.0,571.0,610.0,703.0,670.0,592.0,661.0,672.0,610.0,693.0,720.0,717.0,700.0,781.0,777.0,780.0,661.0,794.0,700.0,,,,,,thousands metric tons,Zinc,Canada,CA,National,Mitchell,Annual Production
