ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_DEU,,,,,,3800.0,5739.0,6992.0,8391.0,10617.0,11772.0,11073.0,12954.0,12885.0,13658.0,13424.0,13682.0,13078.0,13180.0,13772.0,13633.0,14004.0,14582.0,15014.0,15982.0,16642.0,18057.0,18445.0,19412.0,19308.0,20380.0,21202.0,21705.0,22297.0,23061.0,23633.0,24091.0,25404.0,25313.0,24500.0,24288.0,24316.0,24128.0,24521.0,24843.0,15885.0,in thousands of hectolitres,Beer,East Germany,DEU,National,Mitchell,Annual Production
