ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_EE,68,143,242,477,492,459,543,744,957,950,1015,1044,1040,1189,1346,1411,1388,in thousands of hectolitres,Beer,Estonia,EE,National,Mitchell,Annual Production
