2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Data Source,Technology Name,Spatial Scale,Metric,Country Name,Country Code,ID
4720.0,5470.000000000001,5620.0,6710.0,7710.0,9440.000000000002,12459.999999999998,14660.0,18220.0,17560.000000000004,16390.0,16230.0,18710.0,18910.0,21360.0,22930.0,22860.0,24910.000000000004,25490.0,29070.0,31450.0,38350.0,60339.99999999999,Statista,Air-Source Heat Pumps,National,Annual Production,Austria,AT,Air-Source Heat Pumps_Annual Production_AT
