ID,2013,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Electro-Chemical Capacitor_Cumulative Rated Power_ES,4000.0,4300.0,4350.0,Electro-Chemical Capacitor,Spain,kW,GESDB,Cumulative Rated Power,National,ES
Electro-Chemical Capacitor_Cumulative Rated Capacity_ES,20000.0,20000.0,20010.0,Electro-Chemical Capacitor,Spain,kWh,GESDB,Cumulative Rated Capacity,National,ES
