ID,1922,1923,1924,1931,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1978,1992,1998,2003,2005,2010,2011,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Dishwashers_Share of Households_US,0.011000000000000001,0.01,0.018000000000000002,0.006,0.012,0.015,0.02,0.026000000000000002,0.03,0.032,0.035,0.04,0.046,0.052000000000000005,0.057999999999999996,0.063,0.071,0.079,0.08900000000000001,0.09,0.11800000000000001,0.135,0.157,0.18100000000000002,0.20800000000000002,0.237,0.265,0.29600000000000004,0.32,0.34299999999999997,0.366,0.38299999999999995,0.396,0.419,0.493,0.56,0.623,0.64,0.6940000000000001,0.693,United States,US,National,%,Dishwashers,Share of Households,OWID
