ID,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_PF,1000.0,Flow Battery Storage,French Polynesia,kW,GESDB,Cumulative Rated Power,National,PF
Flow Battery Storage_Cumulative Rated Capacity_PF,2000.0,Flow Battery Storage,French Polynesia,kWh,GESDB,Cumulative Rated Capacity,National,PF
