ID,2007,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_DK,15.0,Flow Battery Storage,Denmark,kW,GESDB,Cumulative Rated Power,National,DK
Flow Battery Storage_Cumulative Rated Capacity_DK,120.0,Flow Battery Storage,Denmark,kWh,GESDB,Cumulative Rated Capacity,National,DK
