ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Metric,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Unit
Offshore Wind Energy_Total Installed Cost_World,2872.3334035532257,2675.6953360609355,3856.817960885177,3078.504607888693,3499.36488571598,2717.220989362562,3062.6862632116186,4995.158157980815,6110.706635832803,4938.697981981789,5215.752719732779,5973.790615217293,5286.658067615664,5587.1753457694485,5882.948830199914,5900.010357883021,4544.696397484462,5220.100811757949,5129.703803886938,4112.454189885895,3445.4462999518923,3057.1155021413624,Total Installed Cost,Offshore Wind Energy,World,World,Global,IRENA,2022 USD/kW
