2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Technology Name,Spatial Scale,Metric,Country Name,Country Code,ID
4199,4908,5323,5752,6267,7304,10827,13718,16977,21563,22615,28380,Statista,Air-Source Heat Pumps,National,Annual Production,Czechia,CZ,Air-Source Heat Pumps_Annual Production_CZ
