ID,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Polystyrene_Price_World,4.251710306406685,4.330445682451254,4.094239554317548,3.543091922005571,3.2281504178272975,2.6376350974930363,3.1100473537604456,3.3462534818941503,3.267518105849582,3.2281504178272975,3.1494150417827296,3.1100473537604456,2.8738412256267405,2.6376350974930363,2.3226935933147628,2.204590529247911,1.8896490250696376,1.9290167130919218,1.5747075208913648,1.5353398328690808,1.3385013927576601,1.2203983286908078,1.1810306406685236,1.2361454038997213,1.1416629526462394,1.0078128133704736,PCDB,Price,Polystyrene,Global,World,World,2022 USD/lb
Polystyrene_Annual production_World,,11.0,23.0,73.0,102.0,140.0,190.0,240.0,250.0,250.0,250.0,225.0,300.0,375.0,300.0,225.0,475.0,275.0,375.0,450.0,600.0,550.0,800.0,800.0,900.0,1500.0,PCDB,Annual production,Polystyrene,Global,World,World,million pounds
