ID,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Podcasting_Share of Population_US,0.11,0.13,0.18,0.22,0.23,0.25,0.29,0.27,0.3,0.33,United States,US,National,%,Podcasting,Share of Population,OWID
