1960,1965,1970,1975,1980,1985,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Unit,Metric,Spatial Scale,Country Name,Country Code,Technology Name,ID
,,,,,,,,,,,,,,,,,158248.0,160990.0,159889.0,166669.407,166760.145,166718.875,169846.126,173789.064,175965.482,181836.069,183574.594,186411.359,192602.05,199984.524,208812.145,212354.314,216241.897,219326.928,225380.021,229395.447,229888.106,BTS,miles,Total Length,National,United States,US,Oil Pipeline,Oil Pipeline_Total Length_US
630900.0,767500.0,913300.0,979300.0,1051800.0,1110785.0,1270295.0,1217451.0,1216081.0,1276303.4,1335530.0,1331788.2,1290163.19,1331606.12,1372638.76,1364281.0,1377320.0,1412876.135,1462213.486,1432045.522,1470290.231,1489242.316,1509306.7410000002,1524438.687,1533876.0389999999,1545475.582,1554404.357,1563637.955,1567466.0050000001,1575696.407,1585809.929,1594501.881,1603982.6290000002,1616086.328,1627792.226,1639598.432,1649058.53,1659644.627,BTS,miles,Total Length,National,United States,US,Natural Gas Pipeline,Natural Gas Pipeline_Total Length_US
