ID,1972,1983,1988,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_UA,603000.0,905000.0,3173000.0,Pumped Hydro Storage,Ukraine,kW,GESDB,Cumulative Rated Power,National,UA
Pumped Hydro Storage_Cumulative Rated Capacity_UA,0.0,0.0,0.0,Pumped Hydro Storage,Ukraine,kWh,GESDB,Cumulative Rated Capacity,National,UA
