ID,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Technology Name,Data Source,Metric,Unit,Country Name,Country Code,Spatial Scale
Liquefied Natural Gas (LNG)_Price_JP,5.1,5.234653465346534,4.1019801980198025,3.3526384150124073,3.3441086383374685,3.2792306399917277,3.644573252688172,3.985942023366418,3.622634925558313,3.522022332506204,3.179894282464847,3.461312293217535,3.663248294044665,3.906314619520264,3.0496536393713813,3.1373907930107525,4.723250749586435,4.6376621949958645,4.273401959263855,4.769179073614558,5.182033188585607,6.047708591811414,7.125070968226582,7.728775851523726,12.548313946992605,9.056803358276467,10.931253433719759,14.772530904770214,16.75387307659998,16.174162167694117,16.331628899141855,10.266578748093725,6.933119165180418,8.098269687952337,10.0669886384344,9.94466617507367,7.781411958811518,10.072738758041826,Liquefied Natural Gas (LNG),BP,Price,USD/million Btu,Japan,JP,National
