ID,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,Unit,Data Source,Spatial Scale,Country Code,Country Name,Metric,Technology Name
CFLs_Price_World,0.20432112729098675,0.1848103565151896,0.21261466964328124,0.2420362458871256,0.27244679397749716,0.2970735449782177,0.28269861485782666,0.25540429191083386,0.26536840476519596,0.24388463469746427,0.25953647137994706,0.2179550597323903,0.18138919705623902,0.1672249907501619,0.1265490271152398,0.10512166799808276,0.08355641476274164,0.08038931503192365,0.0752801199214308,0.06443792146825351,0.06741779073802516,0.0710358611599297,0.07336957289410226,0.07572346924428823,2022 USD/kWh,Weiss et al.,Global,World,World,Price,CFLs
