ID,2006,2008,2010,2011,2012,2013,2014,2015,2016,2017,2020,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel Battery Storage_Cumulative Rated Power_US,240.0,740.0,4840.0,25055.0,30370.0,30970.0,62960.0,65330.0,65338.0,67338.0,87338.0,Flywheel Battery Storage,United States,kW,GESDB,Cumulative Rated Power,National,US
Flywheel Battery Storage_Cumulative Rated Capacity_US,25.0,150.0,175.0,5175.0,5175.0,5175.0,10423.0,10719.5,10751.5,11251.5,91251.5,Flywheel Battery Storage,United States,kWh,GESDB,Cumulative Rated Capacity,National,US
