ID,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Nox Pollution Controls (Boilers)_Share of Boilers_US,0.16,0.2,0.22,0.26,0.37,0.43,0.47,0.5,0.56,0.61,0.64,0.72,0.77,0.82,0.88,0.92,United States,US,National,%,Nox Pollution Controls (Boilers),Share of Boilers,OWID
