ID,2012,2013,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_CH,1000.0,1105.0,1825.0,Lithium-Ion Battery Storage,Switzerland,kW,GESDB,Cumulative Rated Power,National,CH
Lithium-Ion Battery Storage_Cumulative Rated Capacity_CH,500.0,784.0,1288.0,Lithium-Ion Battery Storage,Switzerland,kWh,GESDB,Cumulative Rated Capacity,National,CH
